epoch,lr,train_loss,train_acc,train_macro_f1,val_loss,val_acc,val_macro_f1,epoch_sec
1,0.0003,1.7320870319480677,0.3949958982283801,0.3615630145975186,1.338502846530017,0.5525812622352039,0.5471110711218184,39.732570957858115
2,0.00029953760005996916,1.2623085893501114,0.5672682526661198,0.5407960111160128,1.1716029332883044,0.5774378582806706,0.5626287337753858,42.92176070809364
3,0.00029815325108927063,1.116189373625019,0.6115668581292901,0.583682087174813,1.3030282922274297,0.5411089866156787,0.5427756330699156,42.24749266682193
4,0.0002958554880596515,0.9864735741220213,0.6591468416857269,0.6415664787838623,0.9436672434752119,0.653919694528525,0.6416102429841547,42.0684177079238
5,0.00029265847744427303,0.9418102241716393,0.6759639047911364,0.6539007809047674,0.9182381386054861,0.7036328874742096,0.6915030544309346,42.55821808287874
6,0.000288581929876693,0.8728361835823967,0.6944216570959804,0.6787034095844203,0.8463671309998113,0.6998087958669571,0.6648986845279403,48.17546829208732
7,0.0002836509786282552,0.793568085118138,0.7235438883842455,0.7100988581265141,0.8627020138855418,0.7074569793093957,0.6960665467605773,43.947679166682065
8,0.00027789602465311383,0.78173865946323,0.7284659556524983,0.7054640344618084,0.9006889680147627,0.6940726575158522,0.686425724253794,42.92537391604856
9,0.0002713525491562421,0.7007159477770573,0.7551271533555335,0.7386647961805672,0.8281030193341622,0.711281071315532,0.6926821920495988,50.645066749770194
10,0.00026406089484000466,0.6939317254965378,0.7625102542579125,0.7470119864665817,0.7659405393536642,0.7418738054271866,0.7352150005870426,48.62852745782584
11,0.0002560660171779821,0.6736357943555974,0.7756357670465974,0.761872807466127,0.6896181179506145,0.7801147232092134,0.7606619805452961,40.69212833419442
12,0.0002474172072495276,0.644410782925314,0.782608695652174,0.7684446706254215,0.7967362039175818,0.7399617592531682,0.7328205657011888,39.59635162493214
13,0.000238167787843871,0.6035015705279193,0.7936833470546387,0.7784415625678742,0.7463568886652959,0.751434034416826,0.7036796993599266,41.60581837501377
14,0.00022837478470739232,0.5955602588274129,0.8018867925017266,0.7916578698383478,0.6842986902588868,0.7705544937637067,0.7473280561288653,42.90839116694406
15,0.000218098574960932,0.5726902306911102,0.8113207546680847,0.7988985238188608,0.6982445186912216,0.760994263634399,0.7727232641086663,41.573360374663025
16,0.00020740251485476348,0.5111034399569279,0.8252666120259267,0.8103369708002482,0.6633762206675674,0.7820267690983147,0.762848897229319,46.59056808287278
17,0.00019635254915624213,0.5373159984372696,0.8240360951110708,0.8098670276005577,0.7739190421642355,0.7724665395388411,0.7378776999935905,45.57112450012937
18,0.00018501680457838585,0.5415237263346226,0.812961443855295,0.800991544075418,0.6028129425377052,0.8049713197675308,0.7820716055008907,51.619125416036695
19,0.00017346516975603465,0.48869795609537553,0.8351107465379839,0.8242672711308112,0.7123476481118576,0.7514340347587265,0.758823076427095,52.70347516704351
20,0.00016176886435917675,0.4946841560884809,0.8314191961112425,0.8214933829343151,0.6670150976791892,0.7839388148734492,0.7644601620290666,51.021203875076026
21,0.00015,0.4995731339286447,0.8314191960623462,0.8201129976916647,0.5187869049167086,0.8298279156420473,0.8091608551960515,46.99336058367044
22,0.00013823113564082325,0.4354187649864951,0.8502871205417517,0.8405259778448609,0.5811563782664604,0.816443594988172,0.8010145045632736,49.05422016698867
23,0.00012653483024396538,0.433693283962558,0.8556193600823588,0.8452426391924716,0.5665480385091063,0.827915869752946,0.8033766318529869,43.26440841704607
24,0.00011498319542161417,0.40746324813761997,0.8593109105824446,0.8546319929064303,0.6589879314940472,0.7954110902080572,0.7942434644338638,42.679455750156194
25,0.00010364745084375787,0.4045802705643899,0.8666940114359273,0.8596013372006339,0.5297012767873804,0.8260038239778114,0.8195134158063023,44.94709925027564
26,9.259748514523652e-05,0.38239777750710763,0.8736669401637446,0.8671001720135528,0.5486601266304804,0.827915869752946,0.8108612643816251,45.20117220794782
27,8.190142503906796e-05,0.37384104527001305,0.8810500410172273,0.8720957629407666,0.5188500916524781,0.8489483745330606,0.8348261001094981,44.926233207806945
28,7.162521529260765e-05,0.37897347352659244,0.8683347005253448,0.8610334496178214,0.5101678092210744,0.8489483746470274,0.8358925031552609,44.54644833365455
29,6.183221215612902e-05,0.35046779556876817,0.8900738310579202,0.8831326179771215,0.5150100116975904,0.8451242828688248,0.8311909343667271,44.074536917265505
30,5.258279275047245e-05,0.3634509997254419,0.8831009024278955,0.8774892271873498,0.528373517452189,0.82409177808871,0.8124159735878111,46.27587795769796
31,4.393398282201786e-05,0.3507681627398001,0.8806398687448729,0.8731165356254527,0.5016887273432876,0.8413001916604562,0.8270116666132654,44.337765333242714
32,3.5939105159995365e-05,0.33005178546788166,0.8863822806067306,0.8795996254819402,0.4979158769830007,0.8489483746470274,0.8345361188955552,44.599142000079155
33,2.864745084375789e-05,0.3219320959884481,0.891714520049545,0.8899244221074818,0.49268752005998306,0.8489483745330606,0.8349296448884418,44.12541229184717
34,2.2103975346886167e-05,0.3277782860889701,0.8896636586877731,0.8810561014503854,0.5013623944204123,0.8432122368657566,0.8317082777038852,46.775634665973485
35,1.6349021371744827e-05,0.3149498996673988,0.8933552091389626,0.8847227630487191,0.48348379568205735,0.856596558089466,0.8438592814288224,42.6633084169589
36,1.1418070123306985e-05,0.32468867365506165,0.8900738310579202,0.8845856019955078,0.49405170546890903,0.8413001909766553,0.8304442973718311,50.79618758382276
37,7.341522555726967e-06,0.3337674077609409,0.8859721082365836,0.8811125964076296,0.49521949117999686,0.845124282754858,0.8337364662659053,44.26638437481597
38,4.1445119403485155e-06,0.31407543034021534,0.8958162428708816,0.8928525580400762,0.49391237978269675,0.8489483746470274,0.8395528157117578,48.21586733404547
39,1.8467489107293506e-06,0.32235415601358736,0.8896636587366694,0.8847942320543962,0.49160286117466184,0.8451242828688248,0.8340233242061214,50.76397345913574
40,4.623999400308054e-07,0.31155215200094827,0.8941755536836713,0.8916877265996167,0.49468156803634383,0.8432122368657566,0.8324510781451686,51.66058316687122
